Start Time,End Time,Speed
2023-05-20 13:34:45,2023-05-20 13:34:45,0.36458976319614766
2023-05-20 13:35:34,2023-05-20 13:35:34,0.9603804779149437
2023-05-20 13:36:08,2023-05-20 13:36:08,1.145289502896866
2023-05-20 13:36:44,2023-05-20 13:36:44,1.3186691986425771
2023-05-20 13:37:24,2023-05-20 13:37:24,1.2496973601783414
2023-05-20 13:38:00,2023-05-20 13:38:00,1.0105579807327185
2023-05-20 13:38:28,2023-05-20 13:38:28,1.4165927661242919
2023-05-20 13:38:51,2023-05-20 13:38:51,0.2509595801442746
2023-05-20 13:40:15,2023-05-20 13:40:15,0.8434832696944076
2023-05-20 13:43:01,2023-05-20 13:43:01,0.2977917038703806
2023-05-20 13:44:10,2023-05-20 13:44:10,1.297973614032587
2023-05-20 13:44:48,2023-05-20 13:44:48,1.4454503629944375
2023-05-20 13:45:25,2023-05-20 13:45:25,1.3221439005271067
2023-05-20 13:46:04,2023-05-20 13:46:04,1.4520180924300294
2023-05-20 13:46:36,2023-05-20 13:46:36,0.9117730626978668
2023-05-20 13:48:49,2023-05-20 13:48:49,0.32942546390199895
2023-05-20 13:56:40,2023-05-20 13:56:40,0.34360580042972017
2023-05-20 13:58:15,2023-05-20 13:58:15,1.5639733679147638
2023-05-20 13:59:00,2023-05-20 13:59:00,1.194831028473386
2023-05-20 13:59:38,2023-05-20 13:59:38,1.409282283493158
2023-05-20 14:00:15,2023-05-20 14:00:15,1.4257018504201535
2023-05-20 14:00:38,2023-05-20 14:00:38,1.4655902585746843
2023-05-20 14:00:55,2023-05-20 14:00:55,1.3516833252489597
2023-05-20 14:01:23,2023-05-20 14:01:23,1.3735053784471638
2023-05-20 14:01:54,2023-05-20 14:01:54,0.7771859359114701
2023-05-20 14:02:16,2023-05-20 14:02:16,1.1473896246200264
2023-05-20 14:02:43,2023-05-20 14:02:43,1.3156969687861877
2023-05-20 16:27:21,2023-05-20 16:27:21,0.34360579475884023
2023-05-20 16:29:06,2023-05-20 16:29:06,1.5206235029652384
2023-05-20 16:32:05,2023-05-20 16:32:05,0.3668211178166914
2023-05-20 16:34:34,2023-05-20 16:34:34,0.3436058080668251
2023-05-20 16:35:40,2023-05-20 16:35:40,1.102589094319405
2023-05-20 16:36:10,2023-05-20 16:36:10,1.1984723695002664
2023-05-20 16:36:41,2023-05-20 16:36:41,1.262534252180171
2023-05-20 16:37:09,2023-05-20 16:37:09,1.3332966642212933
2023-05-20 16:37:39,2023-05-20 16:37:39,1.262400958610439
2023-05-20 16:38:11,2023-05-20 16:38:11,1.4235629342393188
2023-05-20 16:38:41,2023-05-20 16:38:41,1.4311399055042107
2023-05-20 16:39:12,2023-05-20 16:39:12,1.3051615688066056
2023-05-20 16:39:42,2023-05-20 16:39:42,0.9061916954157238
2023-05-20 16:40:12,2023-05-20 16:40:12,1.1574783185479702
2023-05-20 16:40:42,2023-05-20 16:40:42,1.0376812542893983
2023-05-20 16:41:12,2023-05-20 16:41:12,1.055273994322204
2023-05-20 16:41:42,2023-05-20 16:41:42,0.8777981951155531
2023-05-20 16:42:13,2023-05-20 16:42:13,1.1904942135679302
2023-05-20 16:42:43,2023-05-20 16:42:43,0.9734524100381633
2023-05-20 16:43:13,2023-05-20 16:43:13,1.3042041145938668
2023-05-20 16:43:43,2023-05-20 16:43:43,1.2191978207020686
2023-05-20 16:44:13,2023-05-20 16:44:13,1.2660480319249814
2023-05-20 16:44:52,2023-05-20 16:44:52,1.3217046105400507
2023-05-20 16:45:42,2023-05-20 16:45:42,0.8369316018698905
2023-05-20 16:47:29,2023-05-20 16:47:29,0.3321522850861937
2023-05-20 17:02:08,2023-05-20 17:02:08,0.34360578702582245
2023-05-20 17:08:42,2023-05-20 17:08:42,0.3436057901673609
2023-05-20 17:09:21,2023-05-20 17:09:21,0.8705754128293576
2023-05-20 17:11:47,2023-05-20 17:11:47,0.3272751616618032
2023-05-20 17:24:32,2023-05-20 17:24:32,0.3436058205355686
2023-05-20 17:25:33,2023-05-20 17:25:33,1.1944967565341995
2023-05-20 18:00:45,2023-05-20 18:00:45,0.2634311226545675
2023-05-20 19:03:34,2023-05-20 19:03:34,0.34360579220774157
2023-05-20 19:04:53,2023-05-20 19:04:53,0.34360579034635425
2023-05-20 19:05:52,2023-05-20 19:05:52,0.7414169558262589
2023-05-20 19:08:41,2023-05-20 19:08:41,1.232192611994783
2023-05-20 19:09:41,2023-05-20 19:09:41,1.4213194754748146
2023-05-20 19:10:42,2023-05-20 19:10:42,1.532351216997091
2023-05-20 19:11:42,2023-05-20 19:11:42,1.6250876491069244
2023-05-20 19:12:22,2023-05-20 19:12:22,1.4039196819957955
2023-05-20 19:30:30,2023-05-20 19:30:30,1.5993263810358025
2023-05-20 19:31:32,2023-05-20 19:31:32,1.6414279010322093
2023-05-20 19:32:37,2023-05-20 19:32:37,1.5898284713637978
2023-05-20 19:33:23,2023-05-20 19:33:23,1.0682102494153314
2023-05-20 19:33:51,2023-05-20 19:33:51,1.3926379019677884
2023-05-20 19:34:17,2023-05-20 19:34:17,1.319342928706233
2023-05-20 20:00:49,2023-05-20 20:00:49,0.3436058062280357
2023-05-20 20:02:33,2023-05-20 20:02:33,0.783855389525017
2023-05-20 20:03:03,2023-05-20 20:03:03,0.6954501614109498
2023-05-20 21:36:35,2023-05-20 21:36:35,0.34360579220774157
2023-05-20 22:33:50,2023-05-20 22:33:50,0.320698758014256
2023-05-21 08:28:56,2023-05-21 08:28:56,0.5254940601592334
2023-05-21 08:37:58,2023-05-21 08:37:58,0.6553155930912459
2023-05-21 08:39:21,2023-05-21 08:39:21,0.4654200604759736
2023-05-21 08:40:11,2023-05-21 08:40:11,1.5015324943074801
2023-05-21 08:41:30,2023-05-21 08:41:30,0.39815332051497654
2023-05-21 08:43:04,2023-05-21 08:43:04,0.7321251454059693
2023-05-21 08:51:40,2023-05-21 08:51:40,1.181471540768641
2023-05-21 08:52:41,2023-05-21 08:52:41,1.4781485158732655
2023-05-21 08:53:42,2023-05-21 08:53:42,1.425397863411468
2023-05-21 08:54:42,2023-05-21 08:54:42,1.2050555437821064
2023-05-21 08:55:29,2023-05-21 08:55:29,1.112707031941963
2023-05-21 08:56:33,2023-05-21 08:56:33,0.3436057926107797
2023-05-21 08:57:16,2023-05-21 08:57:16,0.5561070464091002
2023-05-21 09:07:25,2023-05-21 09:07:25,1.3258406723799019
2023-05-21 09:09:20,2023-05-21 09:09:20,1.4345933787905727
2023-05-21 09:09:55,2023-05-21 09:09:55,1.4877007827547724
2023-05-21 09:10:31,2023-05-21 09:10:31,1.435690814037132
2023-05-21 09:11:07,2023-05-21 09:11:07,1.5404141383249847
2023-05-21 09:11:42,2023-05-21 09:11:42,1.3926356015025652
2023-05-21 09:12:16,2023-05-21 09:12:16,1.590094011036955
2023-05-21 09:12:48,2023-05-21 09:12:48,1.227079457977321
2023-05-21 09:29:33,2023-05-21 09:29:33,0.5593739542799351
2023-05-21 09:31:03,2023-05-21 09:31:03,1.4657074504283263
2023-05-21 09:31:59,2023-05-21 09:31:59,1.4236024061347043
2023-05-21 09:47:52,2023-05-21 09:47:52,0.3436058154774933
2023-05-21 09:50:08,2023-05-21 09:50:08,1.2969362380817129
2023-05-21 09:51:09,2023-05-21 09:51:09,1.292034880606626
2023-05-21 09:52:09,2023-05-21 09:52:09,1.3571467368448238
2023-05-21 09:53:09,2023-05-21 09:53:09,1.3568918107830266
2023-05-21 09:54:10,2023-05-21 09:54:10,1.346320442988585
2023-05-21 09:55:10,2023-05-21 09:55:10,1.374802981289824
2023-05-21 09:56:11,2023-05-21 09:56:11,1.307508422382481
2023-05-21 09:57:11,2023-05-21 09:57:11,1.2898022448728277
2023-05-21 09:58:11,2023-05-21 09:58:11,0.8420264144334116
2023-05-21 09:59:07,2023-05-21 09:59:07,1.303216693739249
2023-05-21 10:44:25,2023-05-21 10:44:25,0.2646733462499489
2023-05-21 11:04:11,2023-05-21 11:04:11,0.3092452309423183
2023-05-21 11:05:26,2023-05-21 11:05:26,0.4445913719090759
2023-05-21 11:06:52,2023-05-21 11:06:52,0.5814384490546708
2023-05-21 11:07:53,2023-05-21 11:07:53,1.1865804805914537
2023-05-21 11:08:57,2023-05-21 11:08:57,0.8173975458698655
2023-05-21 11:10:13,2023-05-21 11:10:13,1.3092569869681907
2023-05-21 11:11:16,2023-05-21 11:11:16,1.1899943275822884
2023-05-21 11:12:25,2023-05-21 11:12:25,1.242757981745322
2023-05-21 11:13:05,2023-05-21 11:13:05,1.3534262972373476
2023-05-21 11:13:34,2023-05-21 11:13:34,1.3397308139979265
2023-05-21 11:14:05,2023-05-21 11:14:05,1.2944115800795832
2023-05-21 11:14:35,2023-05-21 11:14:35,1.4069355304738655
2023-05-21 11:15:05,2023-05-21 11:15:05,1.3277864743961887
2023-05-21 11:15:35,2023-05-21 11:15:35,1.4579967588009746
2023-05-21 11:16:05,2023-05-21 11:16:05,1.4346439273894005
2023-05-21 11:16:36,2023-05-21 11:16:36,1.4339640839957857
2023-05-21 11:17:06,2023-05-21 11:17:06,1.5080192214598367
2023-05-21 11:17:36,2023-05-21 11:17:36,1.329357856542924
2023-05-21 11:18:06,2023-05-21 11:18:06,1.4531612722861402
2023-05-21 11:18:36,2023-05-21 11:18:36,1.3846461121477598
2023-05-21 11:19:06,2023-05-21 11:19:06,1.4174134907232334
2023-05-21 11:19:36,2023-05-21 11:19:36,1.4312890358805797
2023-05-21 11:20:06,2023-05-21 11:20:06,1.0325520800730983
2023-05-21 11:20:38,2023-05-21 11:20:38,1.1968944678298454
2023-05-21 16:15:26,2023-05-21 16:15:26,0.3436058135655409
2023-05-21 16:17:47,2023-05-21 16:17:47,1.6511509084073483
2023-05-21 16:18:34,2023-05-21 16:18:34,1.502952810783592
2023-05-21 16:19:41,2023-05-21 16:19:41,1.5050409757020513
2023-05-21 16:20:25,2023-05-21 16:20:25,1.583718739189115
2023-05-21 16:20:46,2023-05-21 16:20:46,1.5646899922237263
2023-05-21 16:28:07,2023-05-21 16:28:07,0.3436057952170931
2023-05-21 16:30:35,2023-05-21 16:30:35,1.4293650666257116
2023-05-21 16:31:21,2023-05-21 16:31:21,1.487600615417554
2023-05-21 16:32:07,2023-05-21 16:32:07,1.5091558280776085
2023-05-21 16:32:40,2023-05-21 16:32:40,1.446862562099648
2023-05-21 16:33:11,2023-05-21 16:33:11,1.5090842415887
2023-05-21 16:33:43,2023-05-21 16:33:43,1.2577858394343757
2023-05-21 16:34:14,2023-05-21 16:34:14,1.5471308561795407
2023-05-21 16:34:37,2023-05-21 16:34:37,1.5890303727199564
2023-05-21 16:35:01,2023-05-21 16:35:01,0.4269383123025667
2023-05-21 16:35:19,2023-05-21 16:35:19,0.854656948633903
2023-05-21 16:35:43,2023-05-21 16:35:43,1.5507291033891206
2023-05-21 18:32:04,2023-05-21 18:32:04,0.2863381767984429
2023-05-21 19:16:14,2023-05-21 19:16:14,0.34360581606760204
2023-05-21 19:32:15,2023-05-21 19:32:15,0.34360577697289996
2023-05-21 19:33:14,2023-05-21 19:33:14,0.39395626849567866
2023-05-21 19:36:00,2023-05-21 19:36:00,0.262647015151167
2023-05-21 19:38:01,2023-05-21 19:38:01,0.8530411883800075
2023-05-21 19:45:41,2023-05-21 19:45:41,0.3436058205355686
2023-05-21 19:46:57,2023-05-21 19:46:57,0.8677739590045931
2023-05-21 19:47:32,2023-05-21 19:47:32,1.309515391628217
2023-05-21 19:48:02,2023-05-21 19:48:02,1.2944205409860376
2023-05-21 19:48:42,2023-05-21 19:48:42,0.7761549951174452
2023-05-21 19:49:28,2023-05-21 19:49:28,1.3557707157196817
2023-05-21 19:50:12,2023-05-21 19:50:12,1.3979039823091608
2023-05-21 19:51:14,2023-05-21 19:51:14,1.4208077595203827
2023-05-21 19:51:51,2023-05-21 19:51:51,0.7560045442916496
2023-05-21 19:52:22,2023-05-21 19:52:22,1.2429811949628895
2023-05-21 19:54:52,2023-05-21 19:54:52,0.5943879866308285
2023-05-21 19:58:04,2023-05-21 19:58:04,0.2977917038703806
2023-05-21 19:59:08,2023-05-21 19:59:08,0.3436057901673609
2023-05-21 20:11:58,2023-05-21 20:11:58,0.2519775955826297
2023-05-21 20:13:19,2023-05-21 20:13:19,0.8999186700705889
2023-05-21 20:14:21,2023-05-21 20:14:21,1.4430854424157844
2023-05-21 20:14:51,2023-05-21 20:14:51,1.5464241304434545
2023-05-21 20:15:24,2023-05-21 20:15:24,1.361648307064758
2023-05-21 20:15:43,2023-05-21 20:15:43,1.3615957085457475
2023-05-21 20:16:07,2023-05-21 20:16:07,1.5309276028447933
2023-05-21 20:16:37,2023-05-21 20:16:37,0.9702067999867013
2023-05-21 20:16:55,2023-05-21 20:16:55,1.2812750772390376
2023-05-21 20:17:13,2023-05-21 20:17:13,1.2400462737158713
2023-05-21 20:17:30,2023-05-21 20:17:30,1.1451871724020317
2023-05-21 20:17:58,2023-05-21 20:17:58,1.4272226280244082
2023-05-21 20:18:28,2023-05-21 20:18:28,1.5093956714431205
2023-05-21 20:19:05,2023-05-21 20:19:05,1.3282419634901776
2023-05-21 20:19:43,2023-05-21 20:19:43,1.4542957044773797
2023-05-21 20:19:59,2023-05-21 20:19:59,1.4923701346603782
2023-05-21 20:20:21,2023-05-21 20:20:21,1.2494406700643996
2023-05-21 20:20:47,2023-05-21 20:20:47,1.2298473365757812
2023-05-21 20:21:12,2023-05-21 20:21:12,1.1621040559871276
2023-05-21 20:21:37,2023-05-21 20:21:37,1.251068368940996
2023-05-21 20:22:01,2023-05-21 20:22:01,0.4894887009294492
2023-05-21 20:22:24,2023-05-21 20:22:24,0.8827161089230428
2023-05-21 20:22:46,2023-05-21 20:22:46,1.2438708473561377
2023-05-21 21:11:05,2023-05-21 21:11:05,0.34360580648309363
2023-05-21 21:13:40,2023-05-21 21:13:40,0.2977917038703806
2023-05-21 21:18:48,2023-05-21 21:18:48,0.3436057901673609
2023-05-21 21:19:42,2023-05-21 21:19:42,0.2838437160460705
2023-05-21 21:32:22,2023-05-21 21:32:22,0.2863381767984429
2023-05-21 21:41:00,2023-05-21 21:41:00,0.34360580648309363
2023-05-21 21:42:29,2023-05-21 21:42:29,0.320698758014256
2023-05-21 21:43:48,2023-05-21 21:43:48,0.3436057901673609
2023-05-21 21:49:04,2023-05-21 21:49:04,0.2863381767984429
2023-05-21 21:49:40,2023-05-21 21:49:40,1.6114587347619804
2023-05-21 23:11:02,2023-05-21 23:11:02,0.2748846497265051
2023-05-21 23:12:18,2023-05-21 23:12:18,0.2634311226545675
2023-05-21 23:15:52,2023-05-21 23:15:52,1.1460303764384496
2023-05-21 23:16:19,2023-05-21 23:16:19,1.3618099425085604
2023-05-21 23:16:43,2023-05-21 23:16:43,1.2944090606203693
2023-05-21 23:17:20,2023-05-21 23:17:20,0.6857828768351865
2023-05-21 23:17:59,2023-05-21 23:17:59,1.4121646773064929
2023-05-21 23:18:17,2023-05-21 23:18:17,0.9679759100856438
2023-05-21 23:18:36,2023-05-21 23:18:36,1.2046701007891536
2023-05-21 23:19:17,2023-05-21 23:19:17,1.002536305662322
2023-05-22 07:33:13,2023-05-22 07:33:13,0.3436057811123386
2023-05-22 07:35:57,2023-05-22 07:35:57,0.3436058028988593
2023-05-22 07:38:02,2023-05-22 07:38:02,1.2572617786088216
2023-05-22 07:39:02,2023-05-22 07:39:02,1.1137488310092358
2023-05-22 07:40:02,2023-05-22 07:40:02,0.7440405743809113
2023-05-22 07:41:04,2023-05-22 07:41:04,1.3016407977305766
2023-05-22 07:42:14,2023-05-22 07:42:14,0.5789265074273056
2023-05-22 07:43:09,2023-05-22 07:43:09,1.305436441943763
2023-05-22 07:49:12,2023-05-22 07:49:12,0.5550074236608706
2023-05-22 07:50:16,2023-05-22 07:50:16,1.4037489687333613
2023-05-22 07:50:49,2023-05-22 07:50:49,1.36793320219273
2023-05-22 07:51:19,2023-05-22 07:51:19,1.374702876457997
2023-05-22 07:51:49,2023-05-22 07:51:49,1.3679253636034803
2023-05-22 07:52:19,2023-05-22 07:52:19,1.3621330795866171
2023-05-22 07:52:50,2023-05-22 07:52:50,1.311206435839159
2023-05-22 07:53:20,2023-05-22 07:53:20,1.2872879830745445
2023-05-22 07:53:50,2023-05-22 07:53:50,0.9366608746333969
2023-05-22 07:54:19,2023-05-22 07:54:19,1.313510905596601
2023-05-22 08:33:34,2023-05-22 08:33:34,0.34360581606760204
2023-05-22 08:35:06,2023-05-22 08:35:06,0.7912280953956904
2023-05-22 08:36:23,2023-05-22 08:36:23,1.4800327193170566
2023-05-22 08:37:13,2023-05-22 08:37:13,1.2476372745621673
2023-05-22 08:38:33,2023-05-22 08:38:33,0.703889016751778
2023-05-22 08:40:06,2023-05-22 08:40:06,1.4923566653896458
2023-05-22 08:41:00,2023-05-22 08:41:00,1.5090713545895686
2023-05-22 08:41:50,2023-05-22 08:41:50,1.7841368146661876
2023-05-22 08:42:38,2023-05-22 08:42:38,1.5458260199513763
2023-05-22 08:43:44,2023-05-22 08:43:44,0.8163019312986328
2023-05-22 08:44:34,2023-05-22 08:44:34,1.24258804362519
2023-05-22 08:45:15,2023-05-22 08:45:15,1.3497047478668849
2023-05-22 08:45:56,2023-05-22 08:45:56,1.5218991900811139
2023-05-22 08:46:29,2023-05-22 08:46:29,1.3645201205456412
2023-05-22 08:47:02,2023-05-22 08:47:02,1.0224518719461582
2023-05-22 08:47:34,2023-05-22 08:47:34,0.9244784973279844
2023-05-22 11:02:31,2023-05-22 11:02:31,0.3436058273958324
2023-05-22 11:05:08,2023-05-22 11:05:08,0.9978019832673752
2023-05-22 11:05:43,2023-05-22 11:05:43,0.6902666930552264
2023-05-22 11:13:34,2023-05-22 11:13:34,0.43284274801858924
2023-05-22 11:15:10,2023-05-22 11:15:10,0.8819010879769689
2023-05-22 11:15:57,2023-05-22 11:15:57,1.2458483913126042
2023-05-22 11:16:27,2023-05-22 11:16:27,0.4847027525107474
2023-05-22 12:58:48,2023-05-22 12:58:48,0.3436057899538583
2023-05-22 13:01:01,2023-05-22 13:01:01,1.0380529072192093
2023-05-22 13:02:47,2023-05-22 13:02:47,0.49137559163809197
2023-05-22 13:04:27,2023-05-22 13:04:27,1.28400560582303
2023-05-22 13:05:26,2023-05-22 13:05:26,1.1113676385506157
2023-05-22 13:06:27,2023-05-22 13:06:27,0.8916909202987049
2023-05-22 13:07:30,2023-05-22 13:07:30,1.3356807858484159
2023-05-22 13:08:30,2023-05-22 13:08:30,1.2386594451130881
2023-05-22 13:09:30,2023-05-22 13:09:30,1.2762905850756512
2023-05-22 13:10:24,2023-05-22 13:10:24,0.860217744638457
2023-05-22 13:12:01,2023-05-22 13:12:01,0.34360582569091475
2023-05-22 13:13:02,2023-05-22 13:13:02,0.6387396131101022
2023-05-22 13:18:22,2023-05-22 13:18:22,0.3436058013871415
2023-05-22 13:28:38,2023-05-22 13:28:38,0.49225836341176343
2023-05-22 13:30:12,2023-05-22 13:30:12,0.3436057961648435
2023-05-22 13:31:02,2023-05-22 13:31:02,1.3568525289792828
2023-05-22 13:31:25,2023-05-22 13:31:25,1.5176431275061144
2023-05-22 13:31:43,2023-05-22 13:31:43,1.533442916745377
2023-05-22 13:32:11,2023-05-22 13:32:11,1.4460278429744031
2023-05-22 13:32:32,2023-05-22 13:32:32,1.2648006073519384
2023-05-22 13:32:48,2023-05-22 13:32:48,1.3950688690193749
2023-05-22 13:33:09,2023-05-22 13:33:09,1.34294723127629
2023-05-22 13:34:41,2023-05-22 13:34:41,0.3436058018095332
2023-05-22 13:35:43,2023-05-22 13:35:43,1.2236403136345824
2023-05-22 13:36:24,2023-05-22 13:36:24,1.3090157626914682
2023-05-22 13:36:54,2023-05-22 13:36:54,1.3706905342460578
2023-05-22 13:37:24,2023-05-22 13:37:24,1.277513575248774
2023-05-22 13:37:54,2023-05-22 13:37:54,1.2310409301454306
2023-05-22 13:38:25,2023-05-22 13:38:25,1.313991470669568
2023-05-22 13:38:55,2023-05-22 13:38:55,1.3203191408555148
2023-05-22 13:39:25,2023-05-22 13:39:25,1.325923448953914
2023-05-22 13:40:00,2023-05-22 13:40:00,1.3592784955020563
2023-05-22 13:40:37,2023-05-22 13:40:37,1.2431102160011929
2023-05-22 13:41:08,2023-05-22 13:41:08,1.2617796600383884
2023-05-22 13:41:40,2023-05-22 13:41:40,1.2994763782332774
2023-05-22 13:43:01,2023-05-22 13:43:01,0.3622907886414435
2023-05-22 13:44:19,2023-05-22 13:44:19,1.2784902069167003
2023-05-22 13:45:58,2023-05-22 13:45:58,0.5026744300734791
2023-05-22 13:47:23,2023-05-22 13:47:23,1.2627692176181775
2023-05-22 13:48:03,2023-05-22 13:48:03,0.7556152701908997
2023-05-22 15:36:19,2023-05-22 15:36:19,0.343605810038539
2023-05-22 15:38:16,2023-05-22 15:38:16,0.45290589203336107
2023-05-22 16:05:10,2023-05-22 16:05:10,0.3321522850861937
2023-05-22 16:06:14,2023-05-22 16:06:14,1.1151656259120983
2023-05-22 16:26:33,2023-05-22 16:26:33,0.3436058154774933
2023-05-22 16:27:40,2023-05-22 16:27:40,1.3761382593152207
2023-05-22 16:28:13,2023-05-22 16:28:13,1.1274359046966234
2023-05-22 16:28:49,2023-05-22 16:28:49,1.1326257574881866
2023-05-22 16:29:22,2023-05-22 16:29:22,0.8567294858441822
2023-05-22 16:29:53,2023-05-22 16:29:53,1.0870755238146455
2023-05-22 16:30:30,2023-05-22 16:30:30,1.1274096288929403
2023-05-22 16:31:05,2023-05-22 16:31:05,1.071559676943526
2023-05-22 16:31:47,2023-05-22 16:31:47,1.059590373395118
2023-05-22 16:32:27,2023-05-22 16:32:27,0.8091749481285426
2023-05-22 16:32:58,2023-05-22 16:32:58,0.952686307173527
2023-05-22 16:33:31,2023-05-22 16:33:31,1.011138142589786
2023-05-22 16:34:05,2023-05-22 16:34:05,1.02362789407759
2023-05-22 16:34:38,2023-05-22 16:34:38,0.9257871384358813
2023-05-22 16:35:10,2023-05-22 16:35:10,1.069769593124576
2023-05-22 16:35:42,2023-05-22 16:35:42,1.1597470364194282
2023-05-22 16:36:04,2023-05-22 16:36:04,1.1477041700936899
2023-05-22 16:36:36,2023-05-22 16:36:36,0.7649848680601915
2023-05-22 16:37:17,2023-05-22 16:37:17,1.0641590448798224
2023-05-22 16:37:48,2023-05-22 16:37:48,1.1026140022238142
2023-05-22 16:38:19,2023-05-22 16:38:19,1.1819235678587883
2023-05-22 16:38:50,2023-05-22 16:38:50,0.9683272301014391
2023-05-22 16:39:21,2023-05-22 16:39:21,1.3196342508530556
2023-05-22 16:39:52,2023-05-22 16:39:52,0.9880535471805757
2023-05-22 16:40:22,2023-05-22 16:40:22,1.1889176998607982
2023-05-22 16:40:52,2023-05-22 16:40:52,1.37537898198272
2023-05-22 16:41:22,2023-05-22 16:41:22,0.9650574693996083
2023-05-22 16:41:53,2023-05-22 16:41:53,1.2700459320936395
2023-05-22 16:43:29,2023-05-22 16:43:29,0.2748846497265051
2023-05-22 20:14:55,2023-05-22 20:14:55,0.3436057961648435
2023-05-22 20:17:15,2023-05-22 20:17:15,1.2770246195380983
2023-05-22 20:18:14,2023-05-22 20:18:14,1.3224869803703396
2023-05-22 20:19:20,2023-05-22 20:19:20,1.227973239131202
2023-05-22 20:20:26,2023-05-22 20:20:26,1.3779596926580733
2023-05-22 20:21:26,2023-05-22 20:21:26,1.4286058842405738
2023-05-22 20:22:26,2023-05-22 20:22:26,1.47957706905778
2023-05-22 20:23:26,2023-05-22 20:23:26,1.4733707406372227
2023-05-22 20:24:27,2023-05-22 20:24:27,1.3638827772531235
2023-05-22 20:25:24,2023-05-22 20:25:24,0.8471935340325204
2023-05-22 20:26:27,2023-05-22 20:26:27,1.0836027735478688
2023-05-22 20:27:17,2023-05-22 20:27:17,1.0608512307388513
2023-05-22 21:58:59,2023-05-22 21:58:59,0.3436058028988593
2023-05-22 22:00:08,2023-05-22 22:00:08,1.4334154894027804
2023-05-22 22:01:14,2023-05-22 22:01:14,1.314362236733794
2023-05-22 22:02:19,2023-05-22 22:02:19,1.2423909196067324
2023-05-22 22:03:23,2023-05-22 22:03:23,0.9453773405274135
2023-05-22 22:04:17,2023-05-22 22:04:17,0.684285213085832
2023-05-22 22:04:47,2023-05-22 22:04:47,0.35013329719876557
2023-05-22 22:05:24,2023-05-22 22:05:24,0.8269134027023924
2023-05-22 22:06:31,2023-05-22 22:06:31,1.279737132343119
2023-05-22 22:07:12,2023-05-22 22:07:12,1.372005595846937
2023-05-22 22:07:47,2023-05-22 22:07:47,1.4187363522014145
2023-05-22 22:08:22,2023-05-22 22:08:22,1.4518121541724522
2023-05-22 22:08:59,2023-05-22 22:08:59,1.4951264658438093
2023-05-22 22:09:40,2023-05-22 22:09:40,1.4724213314567176
2023-05-22 22:10:17,2023-05-22 22:10:17,1.4111814305792392
2023-05-22 22:10:49,2023-05-22 22:10:49,1.4371063730354636
2023-05-22 22:11:20,2023-05-22 22:11:20,1.204056979690185
2023-05-22 22:11:50,2023-05-22 22:11:50,1.131990834995125
2023-05-22 22:12:39,2023-05-22 22:12:39,0.34360582569091475
2023-05-22 22:13:32,2023-05-22 22:13:32,0.7742956930432173
2023-05-22 22:21:49,2023-05-22 22:21:49,0.3436058154774933
2023-05-22 23:04:29,2023-05-22 23:04:29,0.3436057853219373
2023-05-23 00:15:41,2023-05-23 00:15:41,0.4499094070594578
2023-05-23 07:30:51,2023-05-23 07:30:51,0.34360580042972017
