Start Time,End Time,Distance
2023-05-22 07:42:55,2023-05-22 07:43:23,36.842578042531535
2023-05-22 07:48:29,2023-05-22 07:49:55,48.10481370213841
2023-05-22 07:49:55,2023-05-22 07:50:37,58.44669383284775
2023-05-22 07:50:37,2023-05-22 07:51:01,33.56542201601548
2023-05-22 07:51:01,2023-05-22 07:51:37,48.89758839388801
2023-05-22 07:51:37,2023-05-22 07:52:02,33.565361473505924
2023-05-22 07:52:02,2023-05-22 07:52:37,48.75791058662392
2023-05-22 07:52:37,2023-05-22 07:53:02,32.375155364226146
2023-05-22 07:53:02,2023-05-22 07:53:37,45.66854264917979
2023-05-22 07:53:37,2023-05-22 07:54:02,22.677983602436676
2023-05-22 07:54:02,2023-05-22 07:54:37,46.70570972385688
2023-05-22 07:54:37,2023-05-22 07:54:41,2.0616348729487886
2023-05-22 08:32:49,2023-05-22 08:34:19,30.92452309423183
2023-05-22 08:34:19,2023-05-22 08:35:53,74.2188554261564
2023-05-22 08:35:53,2023-05-22 08:36:54,90.7104070506139
2023-05-22 08:36:54,2023-05-22 08:37:31,46.717734884649424
2023-05-22 08:37:31,2023-05-22 08:39:35,87.27587628816539
2023-05-22 08:39:35,2023-05-22 08:40:36,90.16588306773197
2023-05-22 08:40:36,2023-05-22 08:41:24,72.38927469369567
2023-05-22 08:41:24,2023-05-22 08:42:16,93.06529291660875
2023-05-22 08:42:16,2023-05-22 08:42:59,66.6057397803179
2023-05-22 08:42:59,2023-05-22 08:44:28,72.84443217752387
2023-05-22 08:44:28,2023-05-22 08:44:40,14.812773839531303
2023-05-22 08:44:40,2023-05-22 08:45:49,93.4401462756846
2023-05-22 08:45:49,2023-05-22 08:46:02,18.935307129367345
2023-05-22 08:46:02,2023-05-22 08:46:56,73.17671826204585
2023-05-22 08:46:56,2023-05-22 08:47:09,13.983996418458853
2023-05-22 08:47:09,2023-05-22 08:47:59,46.043178829189614
2023-05-22 08:47:59,2023-05-22 08:48:06,6.1849046188463666
