Start Time,End Time,Steps
2023-05-22 22:01:50,2023-05-22 22:02:49,99
2023-05-22 22:02:49,2023-05-22 22:02:56,12
2023-05-22 22:02:56,2023-05-22 22:03:49,73
2023-05-22 22:03:49,2023-05-22 22:03:53,6
2023-05-22 22:03:53,2023-05-22 22:04:40,47
2023-05-22 22:04:40,2023-05-22 22:04:54,7
2023-05-22 22:04:54,2023-05-22 22:05:53,71
2023-05-22 22:05:53,2023-05-22 22:06:01,14
2023-05-22 22:06:01,2023-05-22 22:07:02,104
2023-05-22 22:07:02,2023-05-22 22:07:23,38
2023-05-22 22:07:23,2023-05-22 22:08:12,90
2023-05-22 22:08:12,2023-05-22 22:08:32,37
2023-05-22 22:08:32,2023-05-22 22:09:27,105
2023-05-22 22:09:27,2023-05-22 22:09:53,50
2023-05-22 22:09:53,2023-05-22 22:10:41,87
2023-05-22 22:10:41,2023-05-22 22:10:58,32
2023-05-22 22:10:58,2023-05-22 22:11:42,72
2023-05-22 22:11:42,2023-05-22 22:11:59,27
2023-05-22 22:12:00,2023-05-22 22:13:18,39
2023-05-22 22:13:18,2023-05-22 22:13:46,32
2023-05-22 22:13:46,2023-05-22 22:13:51,7
2023-05-22 22:20:56,2023-05-22 22:22:42,53
2023-05-22 22:24:16,2023-05-22 22:25:16,6
2023-05-22 23:02:31,2023-05-22 23:06:27,118
2023-05-22 23:06:27,2023-05-22 23:06:30,5
2023-05-22 23:07:05,2023-05-22 23:08:05,10
2023-05-22 23:16:10,2023-05-22 23:17:10,20
2023-05-22 23:58:37,2023-05-22 23:59:37,6
2023-05-23 00:00:00,2023-05-23 23:59:59,11012
2023-05-24 00:00:00,2023-05-24 16:13:41,9588
2023-05-24 16:13:41,2023-05-24 16:21:34,78
2023-05-24 16:21:34,2023-05-24 17:20:11,577
2023-05-24 17:20:11,2023-05-24 17:42:07,216
2023-05-24 17:42:07,2023-05-24 18:24:33,418
2023-05-24 18:43:33,2023-05-24 19:54:33,699
2023-05-24 19:54:33,2023-05-24 20:24:57,299
2023-05-24 20:24:57,2023-05-24 20:57:06,317
2023-05-24 20:57:06,2023-05-24 23:59:59,1800
2023-05-25 00:00:00,2023-05-25 01:07:34,35
2023-05-25 01:07:34,2023-05-25 01:43:45,18
2023-05-25 01:43:45,2023-05-25 04:34:00,87
2023-05-25 04:34:00,2023-05-25 04:45:00,6
2023-05-25 04:45:00,2023-05-25 05:45:00,31
2023-05-25 05:45:00,2023-05-25 05:55:00,5
2023-05-25 05:55:00,2023-05-25 09:16:07,103
2023-05-25 09:16:07,2023-05-25 23:59:59,451
2023-05-26 00:00:00,2023-05-26 12:42:58,436
2023-05-26 12:42:58,2023-05-26 13:00:20,10
2023-05-26 13:00:20,2023-05-26 13:14:51,8
2023-05-26 13:14:51,2023-05-26 13:37:36,13
2023-05-26 13:37:36,2023-05-26 23:59:59,355
2023-05-27 09:18:39,2023-05-27 09:19:39,12
2023-05-27 09:22:11,2023-05-27 09:23:11,15
2023-05-27 09:25:05,2023-05-27 09:26:05,6
2023-05-27 10:24:36,2023-05-27 10:25:36,16
2023-05-27 11:29:11,2023-05-27 11:30:15,32
2023-05-27 13:09:06,2023-05-27 13:10:06,21
2023-05-27 13:10:06,2023-05-27 13:11:20,114
2023-05-27 13:11:20,2023-05-27 13:11:30,13
2023-05-27 13:12:11,2023-05-27 13:13:11,20
2023-05-27 18:04:50,2023-05-27 18:05:50,23
2023-05-27 18:51:35,2023-05-27 18:52:35,28
2023-05-27 20:05:23,2023-05-27 20:06:23,16
2023-05-27 22:57:59,2023-05-27 22:59:09,35
2023-05-27 22:59:09,2023-05-27 22:59:27,7
2023-05-27 23:00:15,2023-05-27 23:01:15,6
2023-05-27 23:21:23,2023-05-27 23:22:23,8
2023-05-27 23:30:36,2023-05-27 23:32:02,43
2023-05-28 07:49:15,2023-05-28 07:50:45,45
2023-05-28 07:50:48,2023-05-28 07:51:48,9
2023-05-28 07:54:06,2023-05-28 07:55:06,26
2023-05-28 07:55:06,2023-05-28 07:55:08,6
2023-05-28 08:15:25,2023-05-28 08:16:25,22
2023-05-28 08:16:25,2023-05-28 08:16:29,6
2023-05-28 08:16:42,2023-05-28 08:17:42,9
2023-05-28 08:26:07,2023-05-28 08:27:07,6
2023-05-28 08:35:46,2023-05-28 08:37:22,48
2023-05-28 08:37:22,2023-05-28 08:38:08,15
2023-05-28 08:52:45,2023-05-28 08:53:45,22
2023-05-28 09:15:47,2023-05-28 09:18:05,69
2023-05-28 11:57:34,2023-05-28 11:58:34,15
2023-05-28 12:17:53,2023-05-28 12:20:23,75
2023-05-28 12:20:23,2023-05-28 12:20:31,14
2023-05-28 12:20:31,2023-05-28 12:21:38,119
2023-05-28 12:23:23,2023-05-28 12:24:29,33
2023-05-28 12:24:29,2023-05-28 12:25:01,17
2023-05-28 12:34:30,2023-05-28 12:35:30,24
2023-05-28 12:35:30,2023-05-28 12:35:34,4
2023-05-28 12:40:27,2023-05-28 12:41:33,33
2023-05-28 12:47:26,2023-05-28 12:48:26,22
2023-05-28 12:57:46,2023-05-28 12:58:58,36
2023-05-28 12:58:58,2023-05-28 12:59:58,23
2023-05-28 12:59:58,2023-05-28 13:00:16,12
2023-05-28 13:00:58,2023-05-28 13:01:58,17
2023-05-28 13:20:05,2023-05-28 13:21:05,8
2023-05-28 13:44:51,2023-05-28 13:45:51,7
2023-05-28 13:59:45,2023-05-28 14:00:45,6
2023-05-28 14:03:44,2023-05-28 14:04:44,8
2023-05-28 21:33:21,2023-05-28 21:34:29,34
2023-05-29 10:50:33,2023-05-29 10:51:33,26
2023-05-29 10:51:42,2023-05-29 10:53:12,45
2023-05-29 10:53:12,2023-05-29 10:53:36,42
2023-05-29 10:53:36,2023-05-29 10:54:14,46
2023-05-29 10:54:14,2023-05-29 10:54:40,32
2023-05-29 10:58:34,2023-05-29 10:59:34,18
2023-05-29 10:59:34,2023-05-29 11:00:02,34
2023-05-29 11:20:25,2023-05-29 11:21:25,15
2023-05-29 11:21:25,2023-05-29 11:22:00,36
2023-05-29 11:22:00,2023-05-29 11:22:03,4
2023-05-29 11:22:03,2023-05-29 11:24:28,89
2023-05-29 11:24:28,2023-05-29 11:24:39,15
2023-05-29 11:24:39,2023-05-29 11:25:13,53
2023-05-29 11:25:13,2023-05-29 11:25:38,44
2023-05-29 11:33:58,2023-05-29 11:34:58,24
2023-05-29 11:34:58,2023-05-29 11:35:20,21
2023-05-29 12:10:37,2023-05-29 12:11:37,19
2023-05-29 12:13:47,2023-05-29 12:14:47,10
2023-05-29 12:42:05,2023-05-29 12:46:07,121
2023-05-29 12:46:07,2023-05-29 12:46:12,9
2023-05-29 12:50:30,2023-05-29 12:51:44,37
2023-05-29 12:51:44,2023-05-29 12:51:53,16
2023-05-29 12:51:53,2023-05-29 12:52:44,62
2023-05-29 12:52:44,2023-05-29 12:53:02,33
2023-05-29 18:31:13,2023-05-29 18:32:23,35
2023-05-29 18:55:48,2023-05-29 18:56:48,28
2023-05-29 18:58:43,2023-05-29 18:59:43,21
2023-05-29 19:24:31,2023-05-29 19:25:41,35
2023-05-29 19:25:41,2023-05-29 19:25:43,3
2023-05-29 19:29:54,2023-05-29 19:30:54,6
2023-05-29 19:31:10,2023-05-29 19:32:34,42
2023-05-29 19:32:38,2023-05-29 19:33:38,27
2023-05-29 19:38:15,2023-05-29 19:39:15,10
2023-05-29 20:01:13,2023-05-29 20:02:13,9
2023-05-29 22:32:34,2023-05-29 22:33:46,36
2023-05-29 22:36:43,2023-05-29 22:37:43,23
2023-05-29 22:43:07,2023-05-29 22:44:07,18
2023-05-29 22:44:07,2023-05-29 22:44:09,4
2023-05-29 22:44:28,2023-05-29 22:45:28,18
2023-05-29 23:18:45,2023-05-29 23:19:45,28
2023-05-30 00:01:00,2023-05-30 23:29:00,93
2023-05-30 23:30:33,2023-05-30 23:31:33,8
2023-05-30 23:34:44,2023-05-30 23:35:44,27
2023-05-31 09:42:14,2023-05-31 09:43:14,26
2023-05-31 09:54:25,2023-05-31 09:55:25,7
2023-05-31 10:44:11,2023-05-31 10:45:11,14
2023-05-31 12:43:04,2023-05-31 12:44:04,20
2023-05-31 15:17:06,2023-05-31 15:18:28,41
2023-05-31 15:22:59,2023-05-31 15:24:13,37
2023-05-31 15:24:13,2023-05-31 15:24:56,72
2023-05-31 20:50:32,2023-05-31 20:50:55,17
2023-05-31 20:50:55,2023-05-31 20:52:17,49
2023-05-31 20:52:17,2023-05-31 20:53:05,56
2023-05-31 20:54:57,2023-05-31 20:55:57,7
2023-05-31 20:57:35,2023-05-31 20:58:35,18
2023-05-31 20:59:14,2023-05-31 21:00:14,28
2023-05-31 21:00:14,2023-05-31 21:00:56,68
2023-05-31 21:00:56,2023-05-31 21:01:21,45
2023-05-31 21:01:21,2023-05-31 21:01:43,33
2023-05-31 21:02:21,2023-05-31 21:03:21,20
2023-05-31 21:03:21,2023-05-31 21:03:50,34
2023-06-01 05:05:11,2023-06-01 05:06:11,18
2023-06-01 05:08:17,2023-06-01 05:09:17,26
2023-06-01 05:09:17,2023-06-01 05:09:54,31
2023-06-01 05:09:54,2023-06-01 05:11:45,90
2023-06-01 05:15:25,2023-06-01 05:16:25,7
2023-06-01 05:16:25,2023-06-01 05:16:39,26
2023-06-01 05:39:16,2023-06-01 05:39:35,38
2023-06-01 05:39:35,2023-06-01 05:39:58,43
2023-06-01 05:39:58,2023-06-01 05:40:20,39
2023-06-01 05:40:20,2023-06-01 05:40:56,73
2023-06-01 05:40:56,2023-06-01 05:41:01,5
2023-06-01 05:43:00,2023-06-01 05:44:00,30
2023-06-01 05:44:00,2023-06-01 05:44:17,21
2023-06-01 05:44:35,2023-06-01 05:45:35,15
2023-06-01 05:45:35,2023-06-01 05:45:45,10
2023-06-01 05:45:45,2023-06-01 05:46:08,23
2023-06-01 05:46:08,2023-06-01 05:46:47,19
2023-06-01 05:46:47,2023-06-01 05:47:38,50
2023-06-01 05:47:38,2023-06-01 05:48:53,106
2023-06-01 05:48:53,2023-06-01 05:49:49,21
2023-06-01 05:49:49,2023-06-01 05:52:03,72
2023-06-01 05:52:03,2023-06-01 05:52:22,30
2023-06-01 05:53:16,2023-06-01 05:54:16,19
2023-06-01 05:55:01,2023-06-01 05:56:01,16
2023-06-01 07:20:02,2023-06-01 07:20:11,11
2023-06-01 07:20:11,2023-06-01 07:20:35,44
2023-06-01 07:20:35,2023-06-01 07:20:44,13
2023-06-01 07:20:44,2023-06-01 07:21:32,95
2023-06-01 07:21:32,2023-06-01 07:21:43,22
2023-06-01 07:21:43,2023-06-01 07:22:11,54
2023-06-01 07:22:11,2023-06-01 07:22:38,50
2023-06-01 07:22:38,2023-06-01 07:22:47,17
2023-06-01 07:22:47,2023-06-01 07:23:10,37
2023-06-01 07:23:10,2023-06-01 07:23:38,43
2023-06-01 07:23:38,2023-06-01 07:24:04,34
2023-06-01 07:24:04,2023-06-01 07:24:29,37
2023-06-01 07:24:29,2023-06-01 07:25:00,10
2023-06-01 07:26:00,2023-06-01 07:27:00,7
2023-06-01 07:31:12,2023-06-01 07:32:12,20
2023-06-01 07:33:12,2023-06-01 07:34:12,8
2023-06-01 07:36:04,2023-06-01 07:37:04,11
2023-06-01 07:37:32,2023-06-01 07:38:32,11
2023-06-01 07:46:54,2023-06-01 07:47:54,29
2023-06-01 07:51:58,2023-06-01 07:52:58,8
2023-06-01 07:53:54,2023-06-01 07:54:54,13
2023-06-01 07:54:54,2023-06-01 07:55:32,62
2023-06-01 07:55:32,2023-06-01 07:55:39,13
2023-06-01 07:55:39,2023-06-01 07:56:22,21
2023-06-01 07:56:22,2023-06-01 07:56:58,11
2023-06-01 07:56:58,2023-06-01 07:58:03,119
2023-06-01 07:58:03,2023-06-01 07:58:29,45
2023-06-01 07:58:29,2023-06-01 07:59:36,118
2023-06-01 07:59:36,2023-06-01 07:59:59,43
2023-06-01 07:59:59,2023-06-01 08:01:00,106
2023-06-01 08:01:00,2023-06-01 08:01:15,28
2023-06-01 08:01:15,2023-06-01 08:01:36,39
2023-06-01 08:01:36,2023-06-01 08:02:37,112
2023-06-01 08:02:37,2023-06-01 08:03:13,68
2023-06-01 08:03:13,2023-06-01 08:03:41,48
2023-06-01 08:03:41,2023-06-01 08:03:59,34
2023-06-01 08:03:59,2023-06-01 08:04:35,67
2023-06-01 08:04:35,2023-06-01 08:04:43,16
2023-06-01 08:04:43,2023-06-01 08:05:17,62
2023-06-01 08:05:17,2023-06-01 08:05:26,18
2023-06-01 08:05:26,2023-06-01 08:06:09,80
2023-06-01 08:06:09,2023-06-01 08:06:39,57
2023-06-01 08:06:39,2023-06-01 08:06:59,36
2023-06-01 08:06:59,2023-06-01 08:07:20,42
2023-06-01 08:07:20,2023-06-01 08:07:37,32
2023-06-01 08:07:37,2023-06-01 08:08:00,42
2023-06-01 08:08:00,2023-06-01 08:08:14,28
2023-06-01 08:08:14,2023-06-01 08:08:51,70
2023-06-01 08:08:51,2023-06-01 08:09:12,40
2023-06-01 08:09:12,2023-06-01 08:09:36,44
2023-06-01 08:09:36,2023-06-01 08:10:42,105
2023-06-01 08:10:42,2023-06-01 08:11:04,44
2023-06-01 08:11:04,2023-06-01 08:11:31,52
2023-06-01 08:11:31,2023-06-01 08:11:58,57
2023-06-01 08:11:58,2023-06-01 08:12:24,47
2023-06-01 08:12:24,2023-06-01 08:12:40,32
2023-06-01 08:12:40,2023-06-01 08:13:03,43
2023-06-01 08:13:03,2023-06-01 08:13:30,52
2023-06-01 08:13:30,2023-06-01 08:13:49,36
2023-06-01 08:13:49,2023-06-01 08:14:12,40
2023-06-01 08:14:12,2023-06-01 08:14:38,45
2023-06-01 08:14:38,2023-06-01 08:14:57,35
2023-06-01 08:14:57,2023-06-01 08:15:14,32
2023-06-01 08:15:14,2023-06-01 08:15:40,42
2023-06-01 08:15:40,2023-06-01 08:16:05,45
2023-06-01 08:16:05,2023-06-01 08:16:32,47
2023-06-01 08:16:32,2023-06-01 08:16:56,43
2023-06-01 08:16:56,2023-06-01 08:17:24,51
2023-06-01 08:17:24,2023-06-01 08:17:47,43
2023-06-01 08:17:47,2023-06-01 08:18:07,35
2023-06-01 08:18:07,2023-06-01 08:18:26,32
2023-06-01 08:18:26,2023-06-01 08:18:51,28
2023-06-01 08:18:51,2023-06-01 08:18:58,12
2023-06-01 08:18:58,2023-06-01 08:19:38,9
2023-06-01 08:19:38,2023-06-01 08:19:56,22
2023-06-01 08:19:56,2023-06-01 08:20:26,12
2023-06-01 08:20:26,2023-06-01 08:21:29,60
2023-06-01 08:28:24,2023-06-01 08:31:00,78
2023-06-01 08:31:00,2023-06-01 08:31:28,44
2023-06-01 08:31:28,2023-06-01 08:31:40,19
2023-06-01 08:31:40,2023-06-01 08:33:06,140
2023-06-01 08:33:06,2023-06-01 08:33:36,54
2023-06-01 08:33:36,2023-06-01 08:33:59,42
2023-06-01 08:33:59,2023-06-01 08:34:20,34
2023-06-01 08:34:20,2023-06-01 08:34:36,27
2023-06-01 08:34:36,2023-06-01 08:35:12,62
2023-06-01 08:35:12,2023-06-01 08:35:32,38
2023-06-01 08:35:32,2023-06-01 08:36:03,51
2023-06-01 08:36:03,2023-06-01 08:36:25,15
2023-06-01 08:36:25,2023-06-01 08:37:18,6
2023-06-01 08:37:18,2023-06-01 08:38:04,7
2023-06-01 08:39:23,2023-06-01 08:40:23,7
2023-06-01 08:40:23,2023-06-01 08:40:25,3
2023-06-01 08:45:57,2023-06-01 08:46:57,8
2023-06-01 08:53:52,2023-06-01 08:54:52,15
2023-06-01 08:54:52,2023-06-01 08:55:02,12
2023-06-01 09:09:24,2023-06-01 09:10:24,30
2023-06-01 09:51:03,2023-06-01 09:52:03,6
2023-06-01 10:07:15,2023-06-01 10:08:15,12
2023-06-01 12:00:24,2023-06-01 12:02:40,68
2023-06-01 12:02:40,2023-06-01 12:02:58,38
2023-06-01 12:02:58,2023-06-01 12:03:39,82
2023-06-01 12:03:39,2023-06-01 12:03:59,37
2023-06-01 12:03:59,2023-06-01 12:05:17,130
2023-06-01 12:05:17,2023-06-01 12:05:46,52
2023-06-01 12:05:46,2023-06-01 12:06:55,41
2023-06-01 12:37:14,2023-06-01 12:39:52,79
2023-06-01 12:39:52,2023-06-01 12:40:21,29
2023-06-01 12:40:21,2023-06-01 12:41:39,95
2023-06-01 12:41:39,2023-06-01 12:42:02,27
2023-06-01 12:42:02,2023-06-01 12:42:09,11
2023-06-01 12:42:09,2023-06-01 12:42:49,70
2023-06-01 12:42:49,2023-06-01 12:43:14,46
2023-06-01 12:43:14,2023-06-01 12:43:21,13
2023-06-01 12:43:21,2023-06-01 12:44:14,71
2023-06-01 12:44:14,2023-06-01 12:44:38,34
2023-06-01 12:44:38,2023-06-01 12:44:47,8
2023-06-01 12:44:47,2023-06-01 12:45:22,68
2023-06-01 12:45:22,2023-06-01 12:45:47,46
2023-06-01 12:45:47,2023-06-01 12:46:36,52
2023-06-01 12:46:36,2023-06-01 12:46:38,4
2023-06-01 12:46:38,2023-06-01 12:47:14,62
2023-06-01 12:47:14,2023-06-01 12:47:43,50
2023-06-01 12:47:43,2023-06-01 12:48:18,47
2023-06-01 12:48:18,2023-06-01 12:48:50,51
2023-06-01 12:48:50,2023-06-01 12:48:56,7
2023-06-01 12:48:56,2023-06-01 12:49:57,88
2023-06-01 12:49:57,2023-06-01 12:50:14,9
2023-06-01 12:50:14,2023-06-01 12:50:56,74
2023-06-01 12:50:56,2023-06-01 12:50:58,4
2023-06-01 12:50:58,2023-06-01 12:51:31,31
2023-06-01 12:51:31,2023-06-01 12:52:10,54
2023-06-01 12:52:10,2023-06-01 12:52:33,40
2023-06-01 12:52:33,2023-06-01 12:52:43,12
2023-06-01 12:52:43,2023-06-01 12:53:26,77
2023-06-01 12:53:26,2023-06-01 12:53:49,42
2023-06-01 12:53:49,2023-06-01 12:54:39,78
2023-06-01 12:54:39,2023-06-01 12:55:39,15
2023-06-01 13:32:10,2023-06-01 13:33:52,51
2023-06-01 13:33:52,2023-06-01 13:33:56,8
2023-06-01 13:33:56,2023-06-01 13:34:52,109
2023-06-01 13:34:52,2023-06-01 13:34:56,8
2023-06-01 13:34:56,2023-06-01 13:35:43,87
2023-06-01 13:35:43,2023-06-01 13:36:27,7
2023-06-01 13:43:11,2023-06-01 13:44:11,13
2023-06-01 13:44:27,2023-06-01 13:45:27,20
2023-06-01 13:45:27,2023-06-01 13:46:06,18
2023-06-01 13:52:20,2023-06-01 13:53:20,25
2023-06-01 13:54:12,2023-06-01 13:57:02,85
2023-06-01 13:57:02,2023-06-01 13:57:23,38
2023-06-01 13:57:23,2023-06-01 13:58:22,114
2023-06-01 13:58:22,2023-06-01 13:58:56,63
2023-06-01 13:58:56,2023-06-01 13:59:57,114
2023-06-01 13:59:57,2023-06-01 14:00:19,40
2023-06-01 14:00:19,2023-06-01 14:01:07,64
2023-06-01 14:01:07,2023-06-01 14:01:30,43
2023-06-01 14:01:30,2023-06-01 14:01:59,52
2023-06-01 14:02:12,2023-06-01 14:03:12,8
2023-06-01 14:03:12,2023-06-01 14:04:07,76
2023-06-01 14:04:07,2023-06-01 14:04:12,10
2023-06-01 14:04:12,2023-06-01 14:05:14,115
2023-06-01 14:05:14,2023-06-01 14:05:20,11
2023-06-01 14:05:20,2023-06-01 14:06:20,95
2023-06-01 14:06:20,2023-06-01 14:06:31,20
2023-06-01 14:06:31,2023-06-01 14:07:32,52
2023-06-01 14:07:32,2023-06-01 14:07:37,8
2023-06-01 14:08:08,2023-06-01 14:09:08,19
2023-06-01 14:09:51,2023-06-01 14:10:51,27
2023-06-01 15:26:58,2023-06-01 15:29:06,64
2023-06-01 15:29:06,2023-06-01 15:29:55,20
2023-06-01 15:29:55,2023-06-01 15:32:11,79
2023-06-01 15:32:11,2023-06-01 15:32:28,30
2023-06-01 15:32:28,2023-06-01 15:33:36,119
2023-06-01 15:33:36,2023-06-01 15:34:38,108
2023-06-01 15:34:38,2023-06-01 15:34:56,31
2023-06-01 15:34:56,2023-06-01 15:35:13,28
2023-06-01 15:35:13,2023-06-01 15:35:43,49
2023-06-01 15:35:43,2023-06-01 15:35:46,5
2023-06-01 15:35:46,2023-06-01 15:36:15,39
2023-06-01 15:36:15,2023-06-01 15:36:52,12
2023-06-01 15:39:21,2023-06-01 15:40:21,9
2023-06-01 15:40:47,2023-06-01 15:41:47,21
2023-06-01 15:47:09,2023-06-01 15:48:09,22
2023-06-01 15:48:09,2023-06-01 15:49:07,27
2023-06-01 15:49:07,2023-06-01 15:49:38,54
2023-06-01 15:49:38,2023-06-01 15:50:28,86
2023-06-01 15:50:28,2023-06-01 15:50:52,42
2023-06-01 15:50:52,2023-06-01 15:50:58,10
2023-06-01 15:51:02,2023-06-01 15:52:48,53
2023-06-01 15:52:48,2023-06-01 15:53:34,45
2023-06-01 15:53:34,2023-06-01 15:53:57,45
2023-06-01 15:53:57,2023-06-01 15:54:36,38
2023-06-01 15:54:36,2023-06-01 15:54:51,24
2023-06-01 15:54:51,2023-06-01 15:55:39,59
2023-06-01 15:55:39,2023-06-01 15:56:03,27
2023-06-01 15:56:03,2023-06-01 15:56:48,69
2023-06-01 15:56:48,2023-06-01 15:57:15,40
2023-06-01 15:57:15,2023-06-01 15:57:56,68
2023-06-01 15:57:56,2023-06-01 15:58:18,41
2023-06-01 15:58:18,2023-06-01 15:58:57,61
2023-06-01 15:58:57,2023-06-01 15:59:20,39
2023-06-01 15:59:20,2023-06-01 16:00:00,55
2023-06-01 16:00:00,2023-06-01 16:00:22,39
2023-06-01 16:00:22,2023-06-01 16:01:17,46
2023-06-01 16:01:17,2023-06-01 16:02:18,106
2023-06-01 16:02:18,2023-06-01 16:02:43,44
2023-06-01 16:02:43,2023-06-01 16:03:24,76
2023-06-01 16:03:24,2023-06-01 16:03:44,37
2023-06-01 16:03:44,2023-06-01 16:04:34,94
2023-06-01 16:04:34,2023-06-01 16:04:58,45
2023-06-01 16:04:58,2023-06-01 16:05:24,46
2023-06-01 16:05:24,2023-06-01 16:06:25,51
2023-06-01 16:06:50,2023-06-01 16:07:50,25
2023-06-01 17:37:50,2023-06-01 17:38:50,14
2023-06-01 17:44:52,2023-06-01 17:45:52,7
2023-06-01 17:47:54,2023-06-01 17:48:54,11
2023-06-01 18:00:51,2023-06-01 18:01:51,23
2023-06-01 18:11:13,2023-06-01 18:12:39,43
2023-06-01 18:14:10,2023-06-01 18:15:10,15
2023-06-01 18:15:10,2023-06-01 18:15:51,18
2023-06-01 18:37:24,2023-06-01 18:38:24,13
2023-06-01 18:58:43,2023-06-01 19:00:03,40
2023-06-01 19:00:03,2023-06-01 19:00:08,8
2023-06-01 19:00:47,2023-06-01 19:01:47,15
2023-06-01 19:28:13,2023-06-01 19:29:13,15
2023-06-01 19:29:13,2023-06-01 19:30:14,37
2023-06-01 19:30:14,2023-06-01 19:30:27,22
2023-06-01 19:31:18,2023-06-01 19:32:18,27
2023-06-01 19:32:18,2023-06-01 19:32:59,26
2023-06-01 19:33:05,2023-06-01 19:34:49,52
2023-06-01 19:34:49,2023-06-01 19:34:52,3
2023-06-01 19:34:52,2023-06-01 19:35:50,91
2023-06-01 19:35:50,2023-06-01 19:35:52,3
2023-06-01 19:35:52,2023-06-01 19:36:50,96
2023-06-01 19:36:50,2023-06-01 19:36:53,5
2023-06-01 19:36:53,2023-06-01 19:37:54,110
2023-06-01 19:37:54,2023-06-01 19:37:56,3
2023-06-01 19:37:56,2023-06-01 19:38:58,96
2023-06-01 19:38:58,2023-06-01 19:39:35,42
2023-06-01 19:39:36,2023-06-01 19:40:36,18
2023-06-01 19:46:16,2023-06-01 19:47:16,18
2023-06-01 19:47:16,2023-06-01 19:48:04,10
2023-06-01 19:49:07,2023-06-01 19:50:07,30
2023-06-01 19:58:11,2023-06-01 19:59:33,41
2023-06-01 19:59:33,2023-06-01 20:00:25,29
2023-06-01 20:00:25,2023-06-01 20:00:39,11
2023-06-01 20:00:39,2023-06-01 20:01:03,21
2023-06-01 20:01:03,2023-06-01 20:01:19,19
2023-06-01 20:01:19,2023-06-01 20:02:07,66
2023-06-01 20:02:07,2023-06-01 20:02:33,42
2023-06-01 20:02:33,2023-06-01 20:03:18,40
2023-06-01 20:03:18,2023-06-01 20:03:34,30
2023-06-01 20:03:34,2023-06-01 20:04:34,103
2023-06-01 20:04:34,2023-06-01 20:04:55,34
2023-06-01 20:04:55,2023-06-01 20:05:08,24
2023-06-01 20:05:08,2023-06-01 20:05:40,53
2023-06-01 20:05:40,2023-06-01 20:06:00,26
2023-06-01 20:06:00,2023-06-01 20:06:28,27
2023-06-01 20:06:28,2023-06-01 20:06:52,37
2023-06-01 20:06:52,2023-06-01 20:07:04,21
2023-06-01 20:07:04,2023-06-01 20:07:29,26
2023-06-01 20:07:29,2023-06-01 20:07:53,42
2023-06-01 20:07:53,2023-06-01 20:08:34,31
2023-06-01 20:08:34,2023-06-01 20:09:04,51
2023-06-01 20:09:04,2023-06-01 20:09:23,29
2023-06-01 20:09:23,2023-06-01 20:09:50,48
2023-06-01 20:10:17,2023-06-01 20:11:23,33
2023-06-01 20:19:27,2023-06-01 20:20:27,7
2023-06-01 20:21:10,2023-06-01 20:22:10,19
2023-06-01 20:23:30,2023-06-01 20:25:02,46
2023-06-01 20:25:02,2023-06-01 20:26:13,36
2023-06-01 20:31:38,2023-06-01 20:32:38,8
2023-06-01 20:35:21,2023-06-01 20:36:55,47
2023-06-01 20:36:55,2023-06-01 20:37:54,42
2023-06-01 20:37:54,2023-06-01 20:38:34,27
2023-06-01 20:38:44,2023-06-01 20:39:52,34
2023-06-01 20:39:52,2023-06-01 20:41:07,43
2023-06-01 20:41:07,2023-06-01 20:42:26,107
2023-06-01 20:42:26,2023-06-01 20:43:37,54
2023-06-01 20:44:19,2023-06-01 20:45:41,41
2023-06-01 20:45:41,2023-06-01 20:46:45,115
2023-06-01 20:48:25,2023-06-01 20:49:29,32
2023-06-01 20:49:29,2023-06-01 20:50:44,64
2023-06-01 20:51:16,2023-06-01 20:52:16,21
2023-06-01 20:52:16,2023-06-01 20:52:44,18
2023-06-01 21:00:11,2023-06-01 21:01:11,6
2023-06-01 21:11:51,2023-06-01 21:12:51,7
2023-06-01 21:20:24,2023-06-01 21:21:24,7
2023-06-01 21:48:58,2023-06-01 21:49:58,14
2023-06-01 21:53:38,2023-06-01 21:54:38,16
2023-06-01 21:54:38,2023-06-01 21:55:27,19
2023-06-01 22:00:58,2023-06-01 22:01:58,6
2023-06-01 22:07:16,2023-06-01 22:08:16,9
2023-06-01 22:12:21,2023-06-01 22:13:21,8
2023-06-02 07:32:18,2023-06-02 07:33:18,8
2023-06-02 07:33:18,2023-06-02 07:33:19,4
2023-06-02 08:03:04,2023-06-02 08:04:04,6
2023-06-02 08:33:45,2023-06-02 08:34:04,9
2023-06-02 08:34:04,2023-06-02 08:35:22,121
2023-06-02 08:35:22,2023-06-02 08:35:33,19
2023-06-02 08:35:33,2023-06-02 08:36:28,98
2023-06-02 08:36:28,2023-06-02 08:36:39,22
2023-06-02 08:36:39,2023-06-02 08:37:36,107
2023-06-02 08:37:36,2023-06-02 08:37:49,25
2023-06-02 08:37:49,2023-06-02 08:38:49,105
2023-06-02 08:38:49,2023-06-02 08:39:11,39
2023-06-02 08:39:11,2023-06-02 08:40:15,124
2023-06-02 08:40:15,2023-06-02 08:40:39,46
2023-06-02 08:40:39,2023-06-02 08:41:00,40
2023-06-02 08:41:00,2023-06-02 08:41:18,29
2023-06-02 08:41:18,2023-06-02 08:42:11,8
2023-06-02 08:42:11,2023-06-02 08:43:12,90
2023-06-02 08:43:12,2023-06-02 08:43:46,47
2023-06-02 08:43:46,2023-06-02 08:43:54,15
2023-06-02 08:43:54,2023-06-02 08:44:22,53
