Start Time,End Time,Steps
2023-06-02 08:44:22,2023-06-02 08:44:48,51
2023-06-02 08:44:48,2023-06-02 08:44:57,16
2023-06-02 08:44:57,2023-06-02 08:45:22,43
2023-06-02 08:45:22,2023-06-02 08:45:28,10
2023-06-02 08:45:28,2023-06-02 08:46:46,51
2023-06-02 08:46:46,2023-06-02 08:47:19,47
2023-06-02 08:47:19,2023-06-02 08:49:26,84
2023-06-02 08:49:46,2023-06-02 08:50:46,8
2023-06-02 10:13:24,2023-06-02 10:16:36,96
2023-06-02 10:16:36,2023-06-02 10:16:39,5
2023-06-02 10:16:39,2023-06-02 10:17:39,115
2023-06-02 10:17:39,2023-06-02 10:17:55,28
2023-06-02 10:17:55,2023-06-02 10:18:58,111
2023-06-02 10:18:58,2023-06-02 10:19:17,34
2023-06-02 10:19:17,2023-06-02 10:20:04,88
2023-06-02 10:20:04,2023-06-02 10:20:30,47
2023-06-02 10:20:30,2023-06-02 10:21:21,93
2023-06-02 10:21:21,2023-06-02 10:21:41,39
2023-06-02 10:21:41,2023-06-02 10:22:23,74
2023-06-02 10:22:23,2023-06-02 10:22:45,13
2023-06-02 10:22:45,2023-06-02 10:23:51,70
2023-06-02 10:23:51,2023-06-02 10:24:06,23
2023-06-02 10:24:06,2023-06-02 10:24:26,33
2023-06-02 10:24:26,2023-06-02 10:24:48,37
2023-06-02 10:25:19,2023-06-02 10:26:19,23
2023-06-02 10:26:19,2023-06-02 10:26:42,7
2023-06-02 10:30:23,2023-06-02 10:31:23,7
2023-06-02 10:33:13,2023-06-02 10:34:19,33
2023-06-02 10:34:27,2023-06-02 10:35:27,16
2023-06-02 10:35:58,2023-06-02 10:38:02,62
2023-06-02 10:38:02,2023-06-02 10:39:03,123
2023-06-02 10:39:03,2023-06-02 10:39:04,3
2023-06-02 10:39:04,2023-06-02 10:39:45,80
2023-06-02 10:39:45,2023-06-02 10:40:59,38
2023-06-02 10:40:59,2023-06-02 10:41:00,4
2023-06-02 10:41:00,2023-06-02 10:41:42,63
2023-06-02 10:41:42,2023-06-02 10:42:12,60
2023-06-02 10:42:12,2023-06-02 10:42:30,35
2023-06-02 10:42:30,2023-06-02 10:42:44,28
2023-06-02 10:42:44,2023-06-02 10:43:09,50
2023-06-02 10:43:09,2023-06-02 10:43:26,32
2023-06-02 10:43:26,2023-06-02 10:43:50,42
2023-06-02 10:43:50,2023-06-02 10:44:16,46
2023-06-02 10:44:16,2023-06-02 10:44:46,36
2023-06-02 10:44:46,2023-06-02 10:44:55,15
2023-06-02 10:49:11,2023-06-02 10:50:13,31
2023-06-02 10:50:13,2023-06-02 10:52:56,91
2023-06-02 10:52:56,2023-06-02 10:53:43,17
2023-06-02 10:54:42,2023-06-02 10:55:42,26
2023-06-02 10:56:14,2023-06-02 10:57:14,16
2023-06-02 10:57:14,2023-06-02 10:57:19,10
2023-06-02 10:57:19,2023-06-02 10:57:46,11
2023-06-02 10:57:46,2023-06-02 10:58:02,7
2023-06-02 10:58:02,2023-06-02 10:58:23,28
2023-06-02 10:58:23,2023-06-02 10:58:52,27
2023-06-02 10:58:52,2023-06-02 10:59:44,20
2023-06-02 11:01:51,2023-06-02 11:04:03,66
2023-06-02 11:04:03,2023-06-02 11:05:27,72
2023-06-02 11:05:27,2023-06-02 11:06:05,23
2023-06-02 11:06:05,2023-06-02 11:06:54,69
2023-06-02 11:06:54,2023-06-02 11:07:15,35
2023-06-02 11:13:30,2023-06-02 11:14:30,16
2023-06-02 11:14:54,2023-06-02 11:15:54,13
2023-06-02 11:16:19,2023-06-02 11:17:19,28
2023-06-02 11:25:41,2023-06-02 11:26:49,34
2023-06-02 11:28:45,2023-06-02 11:29:45,19
2023-06-02 11:44:33,2023-06-02 11:45:33,12
2023-06-02 11:45:58,2023-06-02 11:46:58,29
2023-06-02 11:46:58,2023-06-02 11:47:00,4
2023-06-02 11:47:00,2023-06-02 11:47:29,8
2023-06-02 11:48:00,2023-06-02 11:49:56,58
2023-06-02 11:49:56,2023-06-02 11:50:11,12
2023-06-02 11:51:31,2023-06-02 11:52:47,38
2023-06-02 11:52:47,2023-06-02 11:52:50,5
2023-06-02 12:02:23,2023-06-02 12:03:41,39
2023-06-02 12:03:41,2023-06-02 12:04:04,37
2023-06-02 12:04:04,2023-06-02 12:04:44,65
2023-06-02 12:04:44,2023-06-02 12:05:06,35
2023-06-02 12:05:23,2023-06-02 12:06:49,43
2023-06-02 12:06:49,2023-06-02 12:08:19,144
2023-06-02 12:08:19,2023-06-02 12:08:44,39
2023-06-02 12:08:44,2023-06-02 12:09:53,124
2023-06-02 12:09:53,2023-06-02 12:10:21,53
2023-06-02 12:10:21,2023-06-02 12:11:11,90
2023-06-02 12:11:11,2023-06-02 12:11:35,43
2023-06-02 12:11:35,2023-06-02 12:12:14,73
2023-06-02 12:12:14,2023-06-02 12:12:43,50
2023-06-02 12:12:43,2023-06-02 12:13:22,70
2023-06-02 12:13:22,2023-06-02 12:13:39,31
2023-06-02 12:13:39,2023-06-02 12:14:12,36
2023-06-02 12:14:12,2023-06-02 12:14:28,7
2023-06-02 12:14:28,2023-06-02 12:15:36,39
2023-06-02 12:25:33,2023-06-02 12:27:49,68
2023-06-02 12:27:49,2023-06-02 12:28:29,22
2023-06-02 12:28:29,2023-06-02 12:29:17,63
2023-06-02 12:29:17,2023-06-02 12:29:45,53
2023-06-02 12:29:45,2023-06-02 12:30:17,60
2023-06-02 12:30:17,2023-06-02 12:30:46,54
2023-06-02 12:30:46,2023-06-02 12:31:06,36
2023-06-02 12:36:40,2023-06-02 12:37:40,29
2023-06-02 12:37:40,2023-06-02 12:37:44,8
2023-06-02 12:37:44,2023-06-02 12:38:51,126
2023-06-02 12:38:51,2023-06-02 12:39:39,94
2023-06-02 12:39:39,2023-06-02 12:39:43,8
2023-06-02 12:39:43,2023-06-02 12:40:12,52
2023-06-02 12:40:12,2023-06-02 12:41:12,67
2023-06-02 12:41:12,2023-06-02 12:41:26,27
2023-06-02 12:41:26,2023-06-02 12:42:15,90
2023-06-02 12:42:15,2023-06-02 12:43:09,105
2023-06-02 12:43:09,2023-06-02 12:43:25,31
2023-06-02 12:43:25,2023-06-02 12:43:58,64
2023-06-02 12:43:58,2023-06-02 12:44:53,102
2023-06-02 12:44:53,2023-06-02 12:45:59,90
2023-06-02 12:45:59,2023-06-02 12:46:07,7
2023-06-02 12:53:39,2023-06-02 12:54:39,15
2023-06-02 13:08:39,2023-06-02 13:09:39,14
2023-06-02 13:19:38,2023-06-02 13:20:38,10
2023-06-02 13:47:00,2023-06-02 13:48:09,34
2023-06-02 13:48:09,2023-06-02 13:48:51,68
2023-06-02 13:48:51,2023-06-02 13:49:44,92
2023-06-02 13:49:44,2023-06-02 13:50:14,54
2023-06-02 13:50:14,2023-06-02 13:51:12,105
2023-06-02 13:51:12,2023-06-02 13:51:41,53
2023-06-02 13:51:41,2023-06-02 13:52:23,76
2023-06-02 13:52:23,2023-06-02 13:52:49,46
2023-06-02 13:52:49,2023-06-02 13:53:27,69
2023-06-02 13:53:27,2023-06-02 13:53:56,51
2023-06-02 13:53:56,2023-06-02 13:54:34,69
2023-06-02 13:54:34,2023-06-02 13:54:51,29
2023-06-02 13:54:51,2023-06-02 13:55:06,25
2023-06-02 13:55:06,2023-06-02 13:55:54,86
2023-06-02 13:55:54,2023-06-02 13:56:19,38
2023-06-02 13:56:19,2023-06-02 13:58:03,83
2023-06-02 13:58:03,2023-06-02 13:58:24,36
2023-06-02 13:58:24,2023-06-02 13:58:35,16
2023-06-02 13:58:35,2023-06-02 13:59:07,44
2023-06-02 13:59:07,2023-06-02 13:59:20,22
2023-06-02 13:59:20,2023-06-02 13:59:45,33
2023-06-02 13:59:45,2023-06-02 14:00:13,22
2023-06-02 14:00:13,2023-06-02 14:00:31,2
2023-06-02 14:58:40,2023-06-02 15:00:16,48
2023-06-02 15:00:42,2023-06-02 15:01:42,10
2023-06-02 15:01:42,2023-06-02 15:01:59,12
2023-06-02 15:11:45,2023-06-02 15:12:45,7
2023-06-02 15:36:07,2023-06-02 15:37:25,39
2023-06-02 15:37:25,2023-06-02 15:38:27,51
2023-06-02 15:38:27,2023-06-02 15:38:58,29
2023-06-02 15:38:58,2023-06-02 15:39:51,93
2023-06-02 15:39:51,2023-06-02 15:40:20,52
2023-06-02 15:40:20,2023-06-02 15:41:17,8
2023-06-02 15:41:34,2023-06-02 15:42:34,23
2023-06-02 15:42:34,2023-06-02 15:42:59,48
2023-06-02 15:42:59,2023-06-02 15:43:08,17
2023-06-02 15:43:08,2023-06-02 15:43:40,56
2023-06-02 15:43:40,2023-06-02 15:43:59,21
2023-06-02 15:45:52,2023-06-02 15:46:52,20
2023-06-02 15:46:52,2023-06-02 15:47:39,78
2023-06-02 15:47:39,2023-06-02 15:48:19,40
2023-06-02 15:48:19,2023-06-02 15:48:27,13
2023-06-02 15:48:27,2023-06-02 15:48:59,47
2023-06-02 15:50:50,2023-06-02 15:51:50,10
2023-06-02 15:58:27,2023-06-02 15:59:59,46
2023-06-02 15:59:59,2023-06-02 16:00:38,32
2023-06-02 16:00:38,2023-06-02 16:01:02,30
2023-06-02 16:01:02,2023-06-02 16:01:48,73
2023-06-02 16:01:48,2023-06-02 16:02:10,33
2023-06-02 16:07:47,2023-06-02 16:08:47,25
2023-06-02 16:11:58,2023-06-02 16:12:58,7
2023-06-02 16:12:58,2023-06-02 16:13:13,23
2023-06-02 16:13:13,2023-06-02 16:14:14,102
2023-06-02 16:14:14,2023-06-02 16:14:23,18
2023-06-02 16:14:23,2023-06-02 16:15:27,117
2023-06-02 16:15:27,2023-06-02 16:16:24,109
2023-06-02 16:16:24,2023-06-02 16:17:02,62
2023-06-02 16:17:02,2023-06-02 16:17:12,18
2023-06-02 16:17:12,2023-06-02 16:18:17,117
2023-06-02 16:18:17,2023-06-02 16:18:35,33
2023-06-02 16:18:35,2023-06-02 16:19:41,115
2023-06-02 16:19:41,2023-06-02 16:21:05,50
2023-06-02 16:21:18,2023-06-02 16:22:18,24
2023-06-02 16:22:18,2023-06-02 16:22:47,11
2023-06-02 16:22:47,2023-06-02 16:23:51,84
2023-06-02 16:23:51,2023-06-02 16:23:54,5
2023-06-02 16:23:54,2023-06-02 16:25:19,133
2023-06-02 16:25:19,2023-06-02 16:25:31,21
2023-06-02 16:25:31,2023-06-02 16:26:36,108
2023-06-02 16:26:36,2023-06-02 16:26:52,28
2023-06-02 16:26:52,2023-06-02 16:28:06,97
2023-06-02 16:28:06,2023-06-02 16:28:25,25
2023-06-02 16:28:25,2023-06-02 16:28:42,20
2023-06-02 19:08:40,2023-06-02 19:09:56,38
2023-06-02 19:09:56,2023-06-02 19:10:03,12
2023-06-02 19:36:05,2023-06-02 19:38:05,60
2023-06-02 19:38:05,2023-06-02 19:39:40,64
2023-06-02 19:39:40,2023-06-02 19:39:43,2
2023-06-02 19:39:43,2023-06-02 19:41:01,136
2023-06-02 19:41:01,2023-06-02 19:42:14,139
2023-06-02 19:42:14,2023-06-02 19:42:49,57
2023-06-02 19:42:49,2023-06-02 19:43:34,39
2023-06-02 19:43:34,2023-06-02 19:44:02,31
2023-06-02 19:44:19,2023-06-02 19:45:19,17
2023-06-02 19:47:08,2023-06-02 19:48:08,12
2023-06-02 19:49:13,2023-06-02 19:50:39,43
2023-06-02 19:56:21,2023-06-02 19:57:21,9
2023-06-02 20:05:34,2023-06-02 20:06:34,24
2023-06-02 20:06:34,2023-06-02 20:08:20,85
2023-06-02 20:08:20,2023-06-02 20:09:34,75
2023-06-02 20:09:34,2023-06-02 20:09:45,22
2023-06-02 20:09:45,2023-06-02 20:10:23,56
2023-06-02 20:10:23,2023-06-02 20:10:46,34
2023-06-02 20:10:46,2023-06-02 20:11:25,63
2023-06-02 20:11:25,2023-06-02 20:11:54,50
2023-06-02 20:11:54,2023-06-02 20:12:43,88
2023-06-02 20:12:43,2023-06-02 20:13:12,8
2023-06-02 20:22:11,2023-06-02 20:23:51,50
2023-06-02 20:23:51,2023-06-02 20:24:24,52
2023-06-02 20:24:24,2023-06-02 20:24:42,26
2023-06-02 20:24:42,2023-06-02 20:25:24,51
2023-06-02 20:25:24,2023-06-02 20:26:05,45
2023-06-02 20:26:05,2023-06-02 20:26:40,65
2023-06-02 20:26:40,2023-06-02 20:26:43,7
2023-06-02 20:30:36,2023-06-02 20:31:36,14
2023-06-02 20:37:37,2023-06-02 20:38:37,6
2023-06-02 20:40:20,2023-06-02 20:41:20,20
2023-06-02 20:41:28,2023-06-02 20:42:28,19
2023-06-02 20:54:10,2023-06-02 20:55:10,12
2023-06-02 20:58:51,2023-06-02 20:59:51,17
2023-06-02 20:59:51,2023-06-02 20:59:54,3
2023-06-02 20:59:54,2023-06-02 21:00:26,21
2023-06-02 21:01:00,2023-06-02 21:02:00,13
2023-06-02 21:03:18,2023-06-02 21:04:18,27
2023-06-02 21:06:31,2023-06-02 21:07:31,17
2023-06-02 21:11:23,2023-06-02 21:12:23,15
2023-06-02 21:12:30,2023-06-02 21:13:30,11
2023-06-02 21:15:10,2023-06-02 21:16:10,14
2023-06-02 21:27:26,2023-06-02 21:28:26,12
2023-06-02 21:30:29,2023-06-02 21:31:29,8
2023-06-02 21:36:03,2023-06-02 21:37:03,19
2023-06-02 21:37:03,2023-06-02 21:37:05,2
2023-06-02 21:39:14,2023-06-02 21:40:14,14
2023-06-02 21:51:36,2023-06-02 21:52:36,8
2023-06-02 21:52:36,2023-06-02 21:53:16,15
2023-06-02 21:55:05,2023-06-02 21:56:05,8
2023-06-02 22:24:13,2023-06-02 22:25:15,31
2023-06-02 22:25:15,2023-06-02 22:25:24,17
2023-06-02 22:25:24,2023-06-02 22:26:15,92
2023-06-02 22:26:15,2023-06-02 22:26:25,16
2023-06-02 22:26:25,2023-06-02 22:27:14,99
2023-06-02 22:27:14,2023-06-02 22:27:25,16
2023-06-02 22:27:25,2023-06-02 22:28:25,73
2023-06-02 22:28:25,2023-06-02 22:28:42,26
2023-06-02 22:28:42,2023-06-02 22:29:32,85
2023-06-02 22:29:33,2023-06-02 22:30:33,7
2023-06-02 22:31:33,2023-06-02 22:32:33,25
2023-06-02 22:33:42,2023-06-02 22:34:52,35
2023-06-02 22:38:47,2023-06-02 22:40:59,66
2023-06-02 22:40:59,2023-06-02 22:41:59,35
2023-06-02 22:41:59,2023-06-02 22:43:19,42
2023-06-02 22:43:19,2023-06-02 22:43:25,10
2023-06-02 22:47:28,2023-06-02 22:48:28,30
2023-06-02 22:48:45,2023-06-02 22:49:51,33
2023-06-02 22:49:51,2023-06-02 22:50:35,7
2023-06-02 22:52:08,2023-06-02 22:53:08,6
2023-06-02 22:57:28,2023-06-02 22:58:28,6
2023-06-02 23:12:18,2023-06-02 23:13:54,48
2023-06-02 23:13:54,2023-06-02 23:15:06,100
2023-06-02 23:15:06,2023-06-02 23:15:22,28
2023-06-02 23:21:20,2023-06-02 23:22:20,17
2023-06-02 23:22:20,2023-06-02 23:22:22,1
2023-06-02 23:31:36,2023-06-02 23:32:36,11
2023-06-02 23:34:08,2023-06-02 23:35:08,29
2023-06-03 07:35:02,2023-06-03 07:36:02,26
2023-06-03 08:03:46,2023-06-03 08:04:46,7
2023-06-03 08:06:40,2023-06-03 08:07:40,8
2023-06-03 08:16:06,2023-06-03 08:17:06,16
2023-06-03 08:30:30,2023-06-03 08:32:12,51
2023-06-03 08:32:12,2023-06-03 08:32:45,70
2023-06-03 08:32:45,2023-06-03 08:33:18,63
2023-06-03 08:33:18,2023-06-03 08:34:07,94
2023-06-03 08:34:07,2023-06-03 08:34:40,55
2023-06-03 08:34:40,2023-06-03 08:35:11,59
2023-06-03 08:35:11,2023-06-03 08:35:43,55
2023-06-03 08:35:43,2023-06-03 08:36:14,55
2023-06-03 08:36:14,2023-06-03 08:36:45,56
2023-06-03 08:36:45,2023-06-03 08:37:22,66
2023-06-03 08:37:22,2023-06-03 08:37:52,57
2023-06-03 08:37:52,2023-06-03 08:38:24,59
2023-06-03 08:38:24,2023-06-03 08:38:56,60
2023-06-03 08:38:56,2023-06-03 08:39:27,56
2023-06-03 08:39:27,2023-06-03 08:39:57,55
2023-06-03 08:39:57,2023-06-03 08:40:28,55
2023-06-03 08:40:28,2023-06-03 08:41:01,51
2023-06-03 08:41:01,2023-06-03 08:41:32,56
2023-06-03 08:41:32,2023-06-03 08:42:05,56
2023-06-03 08:42:05,2023-06-03 08:42:26,35
2023-06-03 08:45:27,2023-06-03 08:46:27,29
2023-06-03 08:47:31,2023-06-03 08:49:35,62
2023-06-03 08:49:35,2023-06-03 08:50:01,46
2023-06-03 08:50:01,2023-06-03 08:50:13,19
2023-06-03 08:50:13,2023-06-03 08:51:12,14
2023-06-03 08:51:12,2023-06-03 08:51:12,1
2023-06-03 08:51:12,2023-06-03 08:51:53,70
2023-06-03 09:04:33,2023-06-03 09:05:33,7
2023-06-03 10:28:15,2023-06-03 10:30:37,71
2023-06-03 10:30:37,2023-06-03 10:30:55,26
2023-06-03 10:30:55,2023-06-03 10:32:04,104
2023-06-03 10:35:21,2023-06-03 10:36:21,25
2023-06-03 10:39:57,2023-06-03 10:40:57,20
2023-06-03 10:40:57,2023-06-03 10:41:06,15
2023-06-03 10:41:06,2023-06-03 10:42:01,65
2023-06-03 10:43:59,2023-06-03 10:44:59,15
2023-06-03 10:44:59,2023-06-03 10:45:13,7
2023-06-03 10:45:13,2023-06-03 10:46:13,32
2023-06-03 10:46:13,2023-06-03 10:46:56,60
2023-06-03 10:46:56,2023-06-03 10:47:02,10
2023-06-03 10:47:59,2023-06-03 10:48:59,25
2023-06-03 10:52:46,2023-06-03 10:53:46,16
2023-06-03 10:53:46,2023-06-03 10:53:48,4
2023-06-03 10:56:06,2023-06-03 10:57:10,32
2023-06-03 10:57:10,2023-06-03 10:57:37,51
2023-06-03 10:57:37,2023-06-03 10:58:14,60
2023-06-03 10:58:14,2023-06-03 10:58:43,41
2023-06-03 10:58:43,2023-06-03 10:59:33,9
2023-06-03 11:00:01,2023-06-03 11:01:01,6
2023-06-03 11:01:01,2023-06-03 11:01:57,18
2023-06-03 11:05:00,2023-06-03 11:06:00,13
2023-06-03 11:06:00,2023-06-03 11:06:13,17
2023-06-03 11:06:13,2023-06-03 11:07:00,28
2023-06-03 11:07:00,2023-06-03 11:07:50,79
2023-06-03 11:07:50,2023-06-03 11:08:01,19
2023-06-03 11:08:01,2023-06-03 11:08:26,41
2023-06-03 12:13:25,2023-06-03 12:14:25,6
2023-06-03 12:15:34,2023-06-03 12:16:52,39
2023-06-03 12:16:52,2023-06-03 12:16:57,9
2023-06-03 12:16:57,2023-06-03 12:18:13,43
2023-06-03 12:18:13,2023-06-03 12:18:29,11
2023-06-03 12:19:48,2023-06-03 12:20:48,8
2023-06-03 12:22:45,2023-06-03 12:23:45,26
2023-06-03 12:23:45,2023-06-03 12:25:33,88
2023-06-03 12:25:33,2023-06-03 12:25:41,11
2023-06-03 12:25:41,2023-06-03 12:26:37,51
2023-06-03 12:26:37,2023-06-03 12:27:20,56
2023-06-03 12:27:45,2023-06-03 12:28:45,21
2023-06-03 12:28:45,2023-06-03 12:28:46,2
2023-06-03 12:28:46,2023-06-03 12:29:34,82
2023-06-03 12:29:34,2023-06-03 12:30:00,45
2023-06-03 12:30:00,2023-06-03 12:30:33,56
2023-06-03 12:30:33,2023-06-03 12:31:02,20
2023-06-03 12:31:02,2023-06-03 12:31:36,53
2023-06-03 12:31:36,2023-06-03 12:32:02,47
2023-06-03 12:32:02,2023-06-03 12:32:18,29
2023-06-03 12:32:18,2023-06-03 12:33:03,13
2023-06-03 12:33:03,2023-06-03 12:33:49,49
2023-06-03 12:33:49,2023-06-03 12:34:37,11
2023-06-03 12:37:02,2023-06-03 12:38:22,40
2023-06-03 12:38:22,2023-06-03 12:38:25,7
2023-06-03 12:38:25,2023-06-03 12:39:35,86
2023-06-03 12:39:35,2023-06-03 12:39:53,36
2023-06-03 12:39:53,2023-06-03 12:40:06,20
2023-06-03 12:40:06,2023-06-03 12:40:35,46
2023-06-03 12:40:35,2023-06-03 12:40:54,25
2023-06-03 12:40:54,2023-06-03 12:41:07,22
2023-06-03 12:41:07,2023-06-03 12:41:34,23
2023-06-03 12:41:34,2023-06-03 12:41:54,23
2023-06-03 12:41:54,2023-06-03 12:42:07,22
2023-06-03 12:42:07,2023-06-03 12:42:45,72
2023-06-03 12:42:45,2023-06-03 12:42:59,29
2023-06-03 12:42:59,2023-06-03 12:43:50,80
2023-06-03 12:43:50,2023-06-03 12:44:02,18
2023-06-03 12:44:58,2023-06-03 12:46:06,34
2023-06-03 12:48:06,2023-06-03 12:49:06,7
2023-06-03 12:49:06,2023-06-03 12:49:12,12
2023-06-03 12:50:28,2023-06-03 12:51:46,39
2023-06-03 12:56:02,2023-06-03 12:57:10,34
2023-06-03 12:57:10,2023-06-03 12:57:39,41
2023-06-03 12:57:39,2023-06-03 12:57:46,12
2023-06-03 12:57:46,2023-06-03 12:58:43,51
2023-06-03 13:03:52,2023-06-03 13:04:52,17
2023-06-03 13:05:23,2023-06-03 13:07:27,62
2023-06-03 13:07:27,2023-06-03 13:07:46,32
2023-06-03 13:07:46,2023-06-03 13:08:21,42
2023-06-03 13:08:21,2023-06-03 13:08:55,12
2023-06-03 13:08:55,2023-06-03 13:09:32,42
2023-06-03 13:12:39,2023-06-03 13:15:05,73
2023-06-03 13:15:05,2023-06-03 13:16:08,91
2023-06-03 13:16:08,2023-06-03 13:16:39,47
2023-06-03 13:16:39,2023-06-03 13:16:52,20
2023-06-03 13:16:52,2023-06-03 13:20:11,119
2023-06-03 13:20:11,2023-06-03 13:21:11,122
2023-06-03 13:21:11,2023-06-03 13:22:12,75
2023-06-03 13:22:12,2023-06-03 13:22:42,44
2023-06-03 13:23:32,2023-06-03 13:24:32,7
2023-06-03 13:24:32,2023-06-03 13:24:33,2
2023-06-03 18:18:31,2023-06-03 18:19:31,29
2023-06-03 18:31:44,2023-06-03 18:32:44,29
2023-06-03 18:43:45,2023-06-03 18:44:45,29
2023-06-03 18:46:28,2023-06-03 18:47:28,12
2023-06-03 18:47:28,2023-06-03 18:47:59,13
2023-06-03 18:48:44,2023-06-03 18:50:06,41
2023-06-03 18:50:37,2023-06-03 18:51:37,17
2023-06-03 18:55:44,2023-06-03 18:56:44,18
2023-06-03 19:07:46,2023-06-03 19:08:46,24
2023-06-03 19:08:46,2023-06-03 19:09:15,28
2023-06-03 19:09:29,2023-06-03 19:11:19,55
2023-06-03 19:11:19,2023-06-03 19:12:36,80
2023-06-03 19:12:36,2023-06-03 19:13:07,30
2023-06-03 19:13:07,2023-06-03 19:13:43,30
2023-06-03 19:13:43,2023-06-03 19:14:44,87
2023-06-03 19:14:44,2023-06-03 19:14:54,15
2023-06-03 19:14:54,2023-06-03 19:15:38,23
2023-06-03 19:15:38,2023-06-03 19:16:25,52
2023-06-03 19:16:25,2023-06-03 19:16:56,53
2023-06-03 19:16:56,2023-06-03 19:17:25,52
2023-06-03 19:17:25,2023-06-03 19:17:56,58
2023-06-03 19:17:56,2023-06-03 19:18:25,50
2023-06-03 19:18:25,2023-06-03 19:18:33,11
2023-06-03 19:20:11,2023-06-03 19:21:11,28
2023-06-03 19:25:37,2023-06-03 19:26:37,25
2023-06-03 19:29:31,2023-06-03 19:30:31,24
2023-06-03 19:30:31,2023-06-03 19:31:00,49
2023-06-03 19:31:00,2023-06-03 19:31:32,27
2023-06-03 19:31:45,2023-06-03 19:33:07,41
2023-06-03 19:33:07,2023-06-03 19:33:41,34
2023-06-03 19:33:41,2023-06-03 19:34:00,28
2023-06-03 19:34:00,2023-06-03 19:34:41,31
2023-06-03 19:34:41,2023-06-03 19:35:40,95
2023-06-03 19:35:40,2023-06-03 19:35:52,19
2023-06-03 19:35:52,2023-06-03 19:36:40,53
2023-06-03 19:36:40,2023-06-03 19:36:41,2
2023-06-03 19:37:21,2023-06-03 19:38:21,8
2023-06-03 19:40:41,2023-06-03 19:41:41,15
2023-06-03 19:42:25,2023-06-03 19:43:25,8
2023-06-03 19:44:12,2023-06-03 19:45:12,24
2023-06-03 19:47:40,2023-06-03 19:48:40,12
2023-06-03 19:51:11,2023-06-03 19:52:11,15
2023-06-03 19:52:11,2023-06-03 19:52:12,2
2023-06-03 19:55:02,2023-06-03 19:56:52,55
2023-06-03 19:56:52,2023-06-03 19:57:46,82
2023-06-03 19:57:46,2023-06-03 19:59:01,103
2023-06-03 19:59:01,2023-06-03 20:00:01,83
2023-06-03 20:00:01,2023-06-03 20:00:27,33
2023-06-03 20:00:27,2023-06-03 20:00:41,17
2023-06-03 20:11:56,2023-06-03 20:12:56,8
2023-06-03 20:12:56,2023-06-03 20:12:57,2
2023-06-03 20:13:10,2023-06-03 20:14:10,13
2023-06-03 20:14:10,2023-06-03 20:14:36,7
2023-06-03 20:29:45,2023-06-03 20:30:45,9
2023-06-03 20:30:50,2023-06-03 20:32:30,50
2023-06-03 20:32:54,2023-06-03 20:33:54,12
2023-06-03 20:33:54,2023-06-03 20:34:17,26
2023-06-03 20:37:34,2023-06-03 20:38:34,8
2023-06-03 20:39:00,2023-06-03 20:40:00,24
2023-06-03 20:40:00,2023-06-03 20:40:01,4
2023-06-03 20:40:01,2023-06-03 20:41:03,82
2023-06-03 20:41:03,2023-06-03 20:41:10,16
2023-06-03 20:41:10,2023-06-03 20:42:23,59
2023-06-03 20:42:23,2023-06-03 20:42:29,12
2023-06-03 20:42:29,2023-06-03 20:44:04,52
2023-06-03 20:44:04,2023-06-03 20:44:10,8
2023-06-03 20:44:10,2023-06-03 20:45:07,24
2023-06-03 20:47:01,2023-06-03 20:48:01,14
2023-06-03 20:48:01,2023-06-03 20:48:35,12
2023-06-03 20:50:08,2023-06-03 20:51:08,15
2023-06-03 20:52:27,2023-06-03 20:53:27,7
2023-06-03 20:57:06,2023-06-03 20:58:06,11
2023-06-03 20:58:06,2023-06-03 20:58:44,63
2023-06-03 20:58:44,2023-06-03 20:58:57,9
2023-06-03 21:00:17,2023-06-03 21:01:17,8
2023-06-03 21:04:13,2023-06-03 21:05:13,7
2023-06-03 21:06:47,2023-06-03 21:07:47,7
2023-06-03 22:49:13,2023-06-03 22:50:13,14
2023-06-03 22:50:43,2023-06-03 22:51:43,7
2023-06-03 22:53:16,2023-06-03 22:54:16,11
2023-06-03 23:58:10,2023-06-04 00:00:00,55
2023-06-04 08:34:04,2023-06-04 08:35:04,29
2023-06-04 08:35:04,2023-06-04 08:35:57,9
2023-06-04 08:39:27,2023-06-04 08:40:37,35
2023-06-04 08:55:36,2023-06-04 08:56:54,39
2023-06-04 08:56:54,2023-06-04 08:56:58,6
2023-06-04 08:59:48,2023-06-04 09:00:48,13
2023-06-04 09:00:48,2023-06-04 09:01:00,21
2023-06-04 09:02:27,2023-06-04 09:03:27,14
2023-06-04 09:03:27,2023-06-04 09:04:24,64
2023-06-04 09:04:24,2023-06-04 09:04:58,60
2023-06-04 09:04:58,2023-06-04 09:05:33,65
2023-06-04 09:05:33,2023-06-04 09:06:33,115
2023-06-04 09:06:33,2023-06-04 09:06:44,9
2023-06-04 09:06:44,2023-06-04 09:07:19,54
2023-06-04 09:07:19,2023-06-04 09:07:51,60
2023-06-04 09:07:51,2023-06-04 09:08:20,51
2023-06-04 09:08:20,2023-06-04 09:09:05,84
2023-06-04 09:09:05,2023-06-04 09:09:31,12
2023-06-04 09:09:31,2023-06-04 09:10:13,22
2023-06-04 09:12:25,2023-06-04 09:13:25,8
2023-06-04 09:23:14,2023-06-04 09:25:40,73
2023-06-04 09:25:40,2023-06-04 09:26:31,96
2023-06-04 09:26:31,2023-06-04 09:27:02,58
2023-06-04 09:27:02,2023-06-04 09:27:41,69
2023-06-04 09:27:41,2023-06-04 09:28:02,20
